ID_IGR,ID_GENUS,IGR,INTERCEPT
1,Avg_Tricop_IGR,0.017973693,-0.810869514
1,Avg_Tricop_IGR,0.026033795,-1.09976213
1,Avg_Tricop_IGR,0.018909374,-0.819081721
1,Avg_Tricop_IGR,0.030985986,-1.159053438
1,Avg_Tricop_IGR,0.023375553,-1.022889743
1,Avg_Tricop_IGR,0.02929573,-1.011557688
1,Avg_Tricop_IGR,0.019595672,-0.87279398
1,Avg_Tricop_IGR,0.023416115,-0.907995135
1,Avg_Tricop_IGR,0.028186834,-0.996583005
1,Avg_Tricop_IGR,0.030202225,-1.103302582
1,Avg_Tricop_IGR,0.019823526,-0.833246435
1,Avg_Tricop_IGR,0.028830713,-1.036394368
1,Avg_Tricop_IGR,0.024133255,-1.057275183
1,Avg_Tricop_IGR,0.024784465,-1.019667764
1,Avg_Tricop_IGR,0.021342781,-0.918368157
1,Avg_Tricop_IGR,0.036598111,-1.159434744
1,Avg_Tricop_IGR,0.029508515,-0.998151727
1,Avg_Tricop_IGR,0.029144148,-1.001458517
1,Avg_Tricop_IGR,0.030993916,-1.129350778
1,Avg_Tricop_IGR,0.022752765,-1.013035738
1,Avg_Tricop_IGR,0.021188043,-0.915856812
1,Avg_Tricop_IGR,0.029936683,-1.105865596
1,Avg_Tricop_IGR,0.023634799,-1.032196664
1,Avg_Tricop_IGR,0.027855074,-1.13199337
1,Avg_Tricop_IGR,0.02907384,-1.020807982
1,Avg_Tricop_IGR,0.022441201,-0.958176769
1,Avg_Tricop_IGR,0.030579339,-1.269821798
1,Avg_Tricop_IGR,0.023789345,-0.951038358
1,Avg_Tricop_IGR,0.030853185,-1.174643663
1,Avg_Tricop_IGR,0.030847747,-1.207932737
1,Avg_Tricop_IGR,0.028219582,-1.097178734
1,Avg_Tricop_IGR,0.032800058,-1.220504792
1,Avg_Tricop_IGR,0.027221216,-1.162030414
1,Avg_Tricop_IGR,0.033310884,-1.084224454
1,Avg_Tricop_IGR,0.030253369,-1.108339467
1,Avg_Tricop_IGR,0.027466431,-1.065849756
1,Avg_Tricop_IGR,0.023412532,-1.044573882
1,Avg_Tricop_IGR,0.020621738,-0.830021475
1,Avg_Tricop_IGR,0.028566025,-1.072786386
1,Avg_Tricop_IGR,0.036620582,-1.407780555
1,Avg_Tricop_IGR,0.028928732,-1.068524646
1,Avg_Tricop_IGR,0.029267891,-1.032054675
1,Avg_Tricop_IGR,0.025749061,-0.987569514
1,Avg_Tricop_IGR,0.025518154,-1.067264874
1,Avg_Tricop_IGR,0.024362003,-1.08289762
1,Avg_Tricop_IGR,0.020813562,-0.927757062
1,Avg_Tricop_IGR,0.021253251,-1.064314355
1,Avg_Tricop_IGR,0.023337798,-1.026614938
1,Avg_Tricop_IGR,0.028287028,-1.19806598
1,Avg_Tricop_IGR,0.024682626,-1.022592053
1,Avg_Tricop_IGR,0.031951549,-1.194344188
1,Avg_Tricop_IGR,0.036895928,-1.320965683
1,Avg_Tricop_IGR,0.026669121,-1.039236109
1,Avg_Tricop_IGR,0.029420601,-1.151047619
1,Avg_Tricop_IGR,0.021308744,-0.932002675
1,Avg_Tricop_IGR,0.024517816,-1.008725985
1,Avg_Tricop_IGR,0.035958575,-1.163951207
1,Avg_Tricop_IGR,0.029031195,-1.189225804
1,Avg_Tricop_IGR,0.029159061,-1.189795252
1,Avg_Tricop_IGR,0.02296184,-0.996145871
1,Avg_Tricop_IGR,0.024312606,-0.96619204
1,Avg_Tricop_IGR,0.028273683,-1.083967711
1,Avg_Tricop_IGR,0.023073985,-1.01565057
1,Avg_Tricop_IGR,0.021735398,-0.973768982
1,Avg_Tricop_IGR,0.019545341,-0.861471975
1,Avg_Tricop_IGR,0.023607082,-0.926120304
1,Avg_Tricop_IGR,0.033600916,-1.28762134
1,Avg_Tricop_IGR,0.025166808,-1.039180456
1,Avg_Tricop_IGR,0.032043174,-1.204511558
1,Avg_Tricop_IGR,0.024321648,-0.87027349
1,Avg_Tricop_IGR,0.019797888,-0.895967909
1,Avg_Tricop_IGR,0.017621791,-0.821401197
1,Avg_Tricop_IGR,0.021741886,-0.87717933
1,Avg_Tricop_IGR,0.022810669,-1.004808772
1,Avg_Tricop_IGR,0.024854955,-0.96406754
1,Avg_Tricop_IGR,0.029866232,-1.119837004
1,Avg_Tricop_IGR,0.020711536,-0.889817219
1,Avg_Tricop_IGR,0.032791605,-1.126650602
1,Avg_Tricop_IGR,0.027485801,-1.136162961
1,Avg_Tricop_IGR,0.02410152,-0.859179664
1,Avg_Tricop_IGR,0.018918597,-0.865921252
1,Avg_Tricop_IGR,0.029547551,-1.033419161
1,Avg_Tricop_IGR,0.035270439,-1.239229722
1,Avg_Tricop_IGR,0.03242483,-1.126243312
1,Avg_Tricop_IGR,0.024890099,-0.924535937
1,Avg_Tricop_IGR,0.024012727,-1.062843426
1,Avg_Tricop_IGR,0.027537882,-1.045809462
1,Avg_Tricop_IGR,0.021521016,-0.906606745
1,Avg_Tricop_IGR,0.029290365,-1.022384062
1,Avg_Tricop_IGR,0.030654355,-0.925082483
1,Avg_Tricop_IGR,0.022908191,-0.843732921
1,Avg_Tricop_IGR,0.030088378,-1.156134532
1,Avg_Tricop_IGR,0.026595205,-1.102786704
